,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
2518,the student showed that he had an understanding of web design and development. he is encouraged to continue researching about web design and development.,the student showed that he had an understanding of web design and development he is encouraged to continue researching about web design and development,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",0.3612,Good
2519,I am impressed by the web implementation of the dashboards and this is one of the milestones for the internship project,i am impressed by the web implementation of the dashboards and this is one of the milestones for the internship project,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.4767,Good
2520,Initial implementation of data analysis code into the dashboards has been done and this is the final deliverable for this project from Nicholas. We shall continue to work on this after the internship to have fully developed dashboards,initial implementation of data analysis code into the dashboards has been done and this is the final deliverable for this project from nicholas we shall continue to work on this after the internship to have fully developed dashboards,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2521,Keep on practicing.,keep on practicing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2522,"Sharif has managed to do some work around the design of the analytics page but part of it has not been completed due to the tightness of school.
We've discussed arrangements to find time and finish this up.
He's also open to continue contributing whenever he gets time away from school which I believe will be good experience for him as well as the company.

It has been a good and learning experience working with Sharif.","sharif has managed to do some work around the design of the analytics page but part of it has not been completed due to the tightness of school
weve discussed arrangements to find time and finish this up
hes also open to continue contributing whenever he gets time away from school which i believe will be good experience for him as well as the company

it has been a good and learning experience working with sharif","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.8847}",0.8847,Excellent
2523,The Students were walked through policies and procedures. Mr Lutalo was still phenomenon at comprehending the facts.,the students were walked through policies and procedures mr lutalo was still phenomenon at comprehending the facts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2524,Joan has successfully finished internship. She is supposed to write end of internship report explaining in detail all the new skills she has acquired.,joan has successfully finished internship she is supposed to write end of internship report explaining in detail all the new skills she has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
2527,Proggressive,proggressive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2530,commended for support provided,commended for support provided,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",0.6808,Good
2531,Herbert presented well during the excel workshop together with his team members. His active participation and contribution to the team efforts has been highly appreciated by his colleagues. Great work Herbert.,herbert presented well during the excel workshop together with his team members his active participation and contribution to the team efforts has been highly appreciated by his colleagues great work herbert,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9381}",0.9381,Excellent
2534,Showed passion for networking and was able to terminate his cable well.,showed passion for networking and was able to terminate his cable well,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}",0.6249,Good
2535,"Due to the less time ,they had and him being a 3rd year student, we had to multi-task in order to finish in time.",due to the less time they had and him being a year student we had to multitask in order to finish in time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2537,He focused on the paper work design since didnt know well Html and CSS,he focused on the paper work design since didnt know well html and css,"{'neg': 0.111, 'neu': 0.731, 'pos': 0.158, 'compound': 0.1989}",0.1989,Good
2540,The student has completed the theming of the Moodle system under my supervision. I happy to report to you that the student can now independently setup and customize the moodle system. Moodle is the system that is currently used by Makerere University for the University's eLearning.,the student has completed the theming of the moodle system under my supervision i happy to report to you that the student can now independently setup and customize the moodle system moodle is the system that is currently used by makerere university for the universitys elearning,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.5719}",0.5719,Good
2541,"Jovia has started internship at Stratcom. Since she is passionate about networking, we are  going to equip her with hands-on skills in networking and systems administration.",jovia has started internship at stratcom since she is passionate about networking we are  going to equip her with handson skills in networking and systems administration,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.5267}",0.5267,Good
2542,"Jovia has successfully completed this week's tasks. She can now dismantle / assemble a PC, and perform basic configurations on layer 2 and 3 networking devices.",jovia has successfully completed this weeks tasks she can now dismantle  assemble a pc and perform basic configurations on layer and networking devices,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",0.4939,Good
2543,I encourage Jovia to use the available networking equipment at Stratcom for practice.,i encourage jovia to use the available networking equipment at stratcom for practice,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,Good
2544,"Jovia can now share resources on a LAN like printers, internet connection, and documents.",jovia can now share resources on a lan like printers internet connection and documents,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5719}",0.5719,Good
2545,She can now set up a LAN with a number of PCs. I also encourage her to plan her movements a bit early to save on transport costs.,she can now set up a lan with a number of pcs i also encourage her to plan her movements a bit early to save on transport costs,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.7783}",0.7783,Good
2546,I encourage Jovia to perfect linux because it's a very good operating system in terms of security. She is also supposed to write end of internship report explaining in detail all the skills she has acquired.,i encourage jovia to perfect linux because its a very good operating system in terms of security she is also supposed to write end of internship report explaining in detail all the skills she has acquired,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9117}",0.9117,Excellent
2547,"Edwin is very pro-active, he managed to learn and execute all the tasks i assigned to him in one take.",edwin is very proactive he managed to learn and execute all the tasks i assigned to him in one take,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2548,keep researching and practicing.,keep researching and practicing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2549,Make use of video tutorials and nuggets to help you master NAT and other subject areas,make use of video tutorials and nuggets to help you master nat and other subject areas,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.4019,Good
2550,The student has independently figured out what was blocking him completing the task. He has completed the task,the student has independently figured out what was blocking him completing the task he has completed the task,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Poor
2551,Challenges noted and encouraged to service as many computers as possible,challenges noted and encouraged to service as many computers as possible,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.4215}",0.4215,Good
2552,"Very responsive and excellent, the features added were implemented.",very responsive and excellent the features added were implemented,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.7755}",0.7755,Good
2553,"Edgar has been a progressive student these past 2 months at the company, He has been very responsive to the above tasks and he has been able to complete them in the required time frames and deadlines expected. he is always eager to learn and always up to the task. I am delighted with the work he has done and hope to stay with him for the next phases of the recruitment.",edgar has been a progressive student these past months at the company he has been very responsive to the above tasks and he has been able to complete them in the required time frames and deadlines expected he is always eager to learn and always up to the task i am delighted with the work he has done and hope to stay with him for the next phases of the recruitment,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.8883}",0.8883,Excellent
